βοὐλομαι, βουλήσομαι, ἐβουλήθην	want	12	VERB
γίγνομαι, γενήσομαι, ἐγενόμην	become, be; happen	12	VERB
ἐλπίζω, ἐλπίσω, ἤλπισα	hope	12	VERB
ἔρχομαι, ἐλεύσομαι, ἦλθον	come; go	12	VERB
ἡγέομαι, ἡγήσομαι, ἡγησάμην	believe; lead, be a leader of (+ gen.)	12	VERB
μάχομαι, μαχήσομαι, ἐμαχησάμην	fight (against)	12	VERB
νομίζω, νομιῶ, ἐνόμισα	think, believe in	12	VERB
ὁμολογέω, ὁμολογήσω, ὡμολόγησα	agree; admit	12	VERB
χἀριν ἔχω	be grateful, give thanks	12	VERB
ἄστυ, ἄστεως, τό	town	12	NOUN
βασίλεια, βασιλείας, ἡ	queen	12	NOUN
βασιλεύς, βασιλέως, ὁ	king	12	NOUN
δύναμις, δυνάμεως, ἡ	power, strength, ability	12	NOUN
ἱππεύς, ἱππέως, ὁ	horseman, rider; charioteer; (pl.) calvary	12	NOUN
μάχη, μάχης, ἡ	battle	12	NOUN
πόλις, πόλεως, ἡ	city	12	NOUN
στρατιά, στρατιᾶς, ἡ	army	12	NOUN
φύσις, φύσεως, ἡ	nature; character, temperament; regular order of nature	12	NOUN
χάρις, χάριτος, ἡ	grace, thanks	12	NOUN
πολύς, πολλή, πολύ	much, many	12	ADJ
